Company,Job_Title,Location,Salary_INR
TechNova,Backend Engineer,Bangalore,661868
CloudScale,AI Engineer,Hyderabad,1444890
DataLogic,Full Stack Developer,Mumbai,1175879
DataLogic,AI Engineer,Delhi,1145227
DataLogic,Prompt Engineer,Bangalore,1686416
AI-Flow,Backend Engineer,Mumbai,1957961
TechNova,AI Engineer,Pune,2356981
DeepSolutions,Full Stack Developer,Delhi,1896775
TechNova,Data Scientist,Hyderabad,1290952
CloudScale,Full Stack Developer,Pune,1806094
CloudScale,Prompt Engineer,Hyderabad,1450254
AI-Flow,AI Engineer,Remote,1777096
CloudScale,AI Engineer,Delhi,1501565
CloudScale,Full Stack Developer,Hyderabad,1215362
TechNova,Full Stack Developer,Bangalore,1689275
DataLogic,Data Scientist,Delhi,1776782
TechNova,AI Engineer,Delhi,1765054
TechNova,Data Scientist,Mumbai,873406
CloudScale,AI Engineer,Hyderabad,1072527
AI-Flow,Data Scientist,Hyderabad,1424041
AI-Flow,AI Engineer,Bangalore,2335791
AI-Flow,Data Scientist,Hyderabad,2158655
TechNova,Data Scientist,Hyderabad,1005323
DataLogic,AI Engineer,Delhi,1282141
DeepSolutions,Data Scientist,Hyderabad,1229306
DataLogic,AI Engineer,Remote,1053657
DataLogic,Data Scientist,Delhi,2375381
CloudScale,Data Scientist,Mumbai,2139921
CloudScale,Full Stack Developer,Delhi,731679
DataLogic,Full Stack Developer,Pune,1824121
DeepSolutions,Backend Engineer,Bangalore,1621041
AI-Flow,Prompt Engineer,Remote,2133022
TechNova,Backend Engineer,Bangalore,2017303
DeepSolutions,Backend Engineer,Remote,1554521
DataLogic,Full Stack Developer,Hyderabad,1239644
DeepSolutions,Data Scientist,Bangalore,1642577
DataLogic,Full Stack Developer,Delhi,631690
CloudScale,Full Stack Developer,Pune,1568676
DeepSolutions,Full Stack Developer,Bangalore,859381
CloudScale,Prompt Engineer,Pune,2049852
DataLogic,Full Stack Developer,Pune,623564
DataLogic,Data Scientist,Mumbai,1599726
TechNova,Data Scientist,Hyderabad,2059074
DeepSolutions,AI Engineer,Pune,1437213
TechNova,Data Scientist,Mumbai,1483530
DeepSolutions,Backend Engineer,Bangalore,1926603
CloudScale,Data Scientist,Mumbai,1594176
TechNova,Prompt Engineer,Pune,1816958
TechNova,Prompt Engineer,Delhi,2152831
AI-Flow,Data Scientist,Pune,1185261
DataLogic,Backend Engineer,Pune,2490445
DeepSolutions,Full Stack Developer,Delhi,2042932
DeepSolutions,Backend Engineer,Remote,2005279
DeepSolutions,Full Stack Developer,Delhi,1365257
AI-Flow,Backend Engineer,Delhi,2289742
TechNova,Full Stack Developer,Remote,1138115
CloudScale,Backend Engineer,Pune,2312199
TechNova,Data Scientist,Pune,2059393
TechNova,Prompt Engineer,Hyderabad,1453040
TechNova,AI Engineer,Mumbai,1210699
AI-Flow,AI Engineer,Delhi,1688483
CloudScale,Full Stack Developer,Mumbai,2235067
CloudScale,Full Stack Developer,Delhi,636139
CloudScale,Data Scientist,Pune,958412
DataLogic,Data Scientist,Pune,837706
AI-Flow,AI Engineer,Bangalore,1662795
DeepSolutions,Backend Engineer,Hyderabad,1110080
AI-Flow,AI Engineer,Bangalore,2350274
DeepSolutions,Backend Engineer,Mumbai,2076364
TechNova,Full Stack Developer,Pune,735140
DataLogic,Backend Engineer,Pune,814902
CloudScale,Backend Engineer,Pune,1680011
TechNova,Backend Engineer,Delhi,1131402
TechNova,Full Stack Developer,Mumbai,1359737
TechNova,AI Engineer,Hyderabad,1623319
AI-Flow,Prompt Engineer,Mumbai,1669562
DataLogic,Data Scientist,Bangalore,673162
DeepSolutions,Backend Engineer,Pune,707487
DeepSolutions,Full Stack Developer,Remote,898591
DataLogic,AI Engineer,Delhi,1827083
AI-Flow,AI Engineer,Bangalore,1704337
DataLogic,Data Scientist,Delhi,799306
TechNova,AI Engineer,Hyderabad,1372625
DeepSolutions,Prompt Engineer,Delhi,681707
AI-Flow,Data Scientist,Hyderabad,2148344
DataLogic,Data Scientist,Delhi,2353383
CloudScale,AI Engineer,Hyderabad,1068801
DataLogic,Backend Engineer,Mumbai,1392519
CloudScale,AI Engineer,Hyderabad,1558596
AI-Flow,Prompt Engineer,Remote,1777272
TechNova,Prompt Engineer,Delhi,1397885
AI-Flow,Prompt Engineer,Bangalore,1906577
DeepSolutions,Full Stack Developer,Pune,1644987
TechNova,Prompt Engineer,Pune,1552943
DeepSolutions,AI Engineer,Mumbai,1091744
CloudScale,Prompt Engineer,Hyderabad,2398148
CloudScale,Prompt Engineer,Delhi,1846402
DeepSolutions,Data Scientist,Pune,2218545
CloudScale,Backend Engineer,Pune,1754698
CloudScale,Data Scientist,Delhi,1651494
CloudScale,Backend Engineer,Delhi,1523408
DeepSolutions,Backend Engineer,Bangalore,1643621
AI-Flow,Full Stack Developer,Delhi,2055542
CloudScale,AI Engineer,Delhi,2450692
DeepSolutions,Data Scientist,Delhi,1699794
CloudScale,Prompt Engineer,Bangalore,1639797
DataLogic,Data Scientist,Mumbai,893034
AI-Flow,Prompt Engineer,Mumbai,1447179
AI-Flow,Data Scientist,Hyderabad,841209
AI-Flow,Data Scientist,Mumbai,2099399
AI-Flow,Backend Engineer,Hyderabad,1018669
DeepSolutions,Data Scientist,Mumbai,836458
CloudScale,Data Scientist,Pune,1139089
DataLogic,Full Stack Developer,Remote,2461864
DataLogic,AI Engineer,Mumbai,1102099
CloudScale,Backend Engineer,Hyderabad,2314403
CloudScale,Full Stack Developer,Hyderabad,1726383
AI-Flow,Backend Engineer,Mumbai,2143243
TechNova,Data Scientist,Hyderabad,1857268
DataLogic,AI Engineer,Delhi,1596811
CloudScale,Data Scientist,Hyderabad,2154495
TechNova,Full Stack Developer,Delhi,2060830
DeepSolutions,Backend Engineer,Bangalore,1966377
AI-Flow,Prompt Engineer,Hyderabad,1307797
DataLogic,Data Scientist,Remote,1470273
DeepSolutions,AI Engineer,Bangalore,981485
DataLogic,AI Engineer,Pune,1781754
CloudScale,Backend Engineer,Hyderabad,2003040
TechNova,Backend Engineer,Pune,1225636
CloudScale,Prompt Engineer,Hyderabad,652012
DataLogic,Prompt Engineer,Delhi,1042579
CloudScale,Prompt Engineer,Bangalore,934228
DeepSolutions,Backend Engineer,Delhi,1963866
TechNova,Full Stack Developer,Remote,1159292
CloudScale,Full Stack Developer,Pune,2224869
TechNova,Full Stack Developer,Mumbai,1920662
TechNova,Data Scientist,Delhi,748980
TechNova,Backend Engineer,Pune,2050835
AI-Flow,Backend Engineer,Bangalore,981161
DeepSolutions,Prompt Engineer,Remote,1109093
TechNova,Prompt Engineer,Remote,2263213
AI-Flow,Data Scientist,Bangalore,1526127
AI-Flow,Full Stack Developer,Mumbai,2129407
TechNova,Prompt Engineer,Pune,1469661
DataLogic,Prompt Engineer,Delhi,789060
AI-Flow,Prompt Engineer,Mumbai,2327172
AI-Flow,Prompt Engineer,Remote,1174091
CloudScale,AI Engineer,Mumbai,1047830
TechNova,Prompt Engineer,Delhi,1286477
AI-Flow,Prompt Engineer,Bangalore,1650291
DeepSolutions,Backend Engineer,Mumbai,1561886
CloudScale,Backend Engineer,Pune,1236031
DataLogic,AI Engineer,Hyderabad,1087025
CloudScale,AI Engineer,Remote,878319
CloudScale,Data Scientist,Pune,997115
DataLogic,Full Stack Developer,Hyderabad,1627810
DataLogic,Full Stack Developer,Mumbai,2282328
CloudScale,Data Scientist,Remote,1143669
AI-Flow,Data Scientist,Delhi,1316969
CloudScale,Full Stack Developer,Pune,1158403
CloudScale,Backend Engineer,Remote,1664328
AI-Flow,AI Engineer,Mumbai,1950481
CloudScale,Prompt Engineer,Remote,1598803
CloudScale,Data Scientist,Pune,1338760
DataLogic,Prompt Engineer,Pune,1469720
CloudScale,Full Stack Developer,Delhi,2434586
DeepSolutions,AI Engineer,Remote,1490155
AI-Flow,Prompt Engineer,Bangalore,954473
DataLogic,Prompt Engineer,Bangalore,1679332
DataLogic,Backend Engineer,Remote,974945
DeepSolutions,AI Engineer,Hyderabad,740206
AI-Flow,Backend Engineer,Pune,2373797
CloudScale,Backend Engineer,Hyderabad,1416958
DeepSolutions,Prompt Engineer,Remote,2277628
CloudScale,Full Stack Developer,Delhi,1490393
DeepSolutions,Prompt Engineer,Hyderabad,1044585
DeepSolutions,Full Stack Developer,Remote,2220195
AI-Flow,AI Engineer,Mumbai,1456962
TechNova,Prompt Engineer,Pune,1002653
DeepSolutions,Full Stack Developer,Hyderabad,922467
TechNova,Full Stack Developer,Delhi,1039245
AI-Flow,Full Stack Developer,Hyderabad,941792
DeepSolutions,Prompt Engineer,Remote,2095201
CloudScale,Backend Engineer,Remote,2101550
DeepSolutions,Backend Engineer,Mumbai,665060
CloudScale,Prompt Engineer,Mumbai,1691743
DeepSolutions,Prompt Engineer,Remote,1156957
DataLogic,AI Engineer,Pune,2480103
AI-Flow,AI Engineer,Bangalore,1200655
TechNova,Prompt Engineer,Bangalore,1712692
DeepSolutions,Data Scientist,Hyderabad,1772470
DeepSolutions,Data Scientist,Pune,1105284
AI-Flow,Data Scientist,Mumbai,1251189
DataLogic,Data Scientist,Bangalore,1784438
CloudScale,Full Stack Developer,Bangalore,1998592
DataLogic,Data Scientist,Remote,671419
DataLogic,AI Engineer,Delhi,1628332
DataLogic,Full Stack Developer,Bangalore,2292169
TechNova,Data Scientist,Delhi,1443785
TechNova,Backend Engineer,Bangalore,1766412
TechNova,AI Engineer,Bangalore,1733232
DeepSolutions,Data Scientist,Pune,1279398
TechNova,AI Engineer,Bangalore,2233805
CloudScale,Backend Engineer,Remote,2001458
CloudScale,Prompt Engineer,Remote,2151058
DeepSolutions,Prompt Engineer,Hyderabad,806058
AI-Flow,Backend Engineer,Remote,1332799
CloudScale,Prompt Engineer,Pune,1908849
CloudScale,Full Stack Developer,Remote,2064752
AI-Flow,Data Scientist,Remote,2029403
DeepSolutions,AI Engineer,Delhi,1689618
TechNova,Prompt Engineer,Hyderabad,1963265
DeepSolutions,Backend Engineer,Bangalore,1920094
CloudScale,Data Scientist,Mumbai,1661125
CloudScale,AI Engineer,Mumbai,1611491
DataLogic,AI Engineer,Remote,1818726
AI-Flow,Prompt Engineer,Hyderabad,2145200
TechNova,AI Engineer,Delhi,1458389
DataLogic,Prompt Engineer,Delhi,1323069
AI-Flow,AI Engineer,Pune,1286010
DataLogic,Prompt Engineer,Pune,671850
DataLogic,Full Stack Developer,Remote,784850
DeepSolutions,Backend Engineer,Remote,1989331
DeepSolutions,Prompt Engineer,Hyderabad,671929
DeepSolutions,Full Stack Developer,Mumbai,1966180
DataLogic,Backend Engineer,Remote,1801020
AI-Flow,Prompt Engineer,Bangalore,2363015
AI-Flow,AI Engineer,Pune,964997
CloudScale,Data Scientist,Bangalore,2236030
DataLogic,AI Engineer,Delhi,742930
DeepSolutions,AI Engineer,Hyderabad,1882018
DeepSolutions,Backend Engineer,Remote,1399877
DataLogic,Prompt Engineer,Hyderabad,2085606
TechNova,Full Stack Developer,Remote,2424526
CloudScale,Backend Engineer,Hyderabad,2041156
CloudScale,Backend Engineer,Delhi,1651217
DeepSolutions,Data Scientist,Bangalore,1564871
DataLogic,Backend Engineer,Pune,1877435
DataLogic,Prompt Engineer,Mumbai,1164162
CloudScale,Full Stack Developer,Delhi,1125846
TechNova,Backend Engineer,Pune,1737809
DeepSolutions,AI Engineer,Delhi,1774640
DeepSolutions,Full Stack Developer,Mumbai,634768
CloudScale,Backend Engineer,Remote,1585860
CloudScale,Backend Engineer,Mumbai,1684825
AI-Flow,AI Engineer,Bangalore,1716005
DataLogic,AI Engineer,Mumbai,2492949
DeepSolutions,Full Stack Developer,Mumbai,2329234
DeepSolutions,Data Scientist,Pune,2188836
TechNova,Backend Engineer,Pune,1374064
DeepSolutions,Backend Engineer,Pune,2202300
AI-Flow,Data Scientist,Pune,1119366
DataLogic,Full Stack Developer,Mumbai,980984
CloudScale,Prompt Engineer,Bangalore,899003
DeepSolutions,AI Engineer,Pune,1112480
DeepSolutions,Full Stack Developer,Pune,1726528
AI-Flow,Prompt Engineer,Pune,1148774
DataLogic,Backend Engineer,Remote,1116207
AI-Flow,Full Stack Developer,Pune,1371204
AI-Flow,Data Scientist,Pune,2378464
CloudScale,AI Engineer,Hyderabad,1737964
AI-Flow,Backend Engineer,Pune,1166234
AI-Flow,Prompt Engineer,Hyderabad,1583342
AI-Flow,Data Scientist,Hyderabad,976708
TechNova,Backend Engineer,Pune,1342216
CloudScale,Data Scientist,Mumbai,2281886
CloudScale,AI Engineer,Bangalore,2091454
AI-Flow,Backend Engineer,Bangalore,1048398
CloudScale,Backend Engineer,Bangalore,1464720
DataLogic,AI Engineer,Pune,1920465
AI-Flow,Full Stack Developer,Mumbai,975162
TechNova,Full Stack Developer,Remote,2008747
TechNova,AI Engineer,Remote,1964524
CloudScale,Backend Engineer,Mumbai,2109277
TechNova,AI Engineer,Hyderabad,1234955
AI-Flow,AI Engineer,Mumbai,938222
TechNova,Data Scientist,Delhi,1046269
DeepSolutions,Prompt Engineer,Pune,890093
AI-Flow,Full Stack Developer,Remote,769828
CloudScale,AI Engineer,Hyderabad,1725802
DataLogic,Full Stack Developer,Bangalore,1076612
AI-Flow,Data Scientist,Hyderabad,1417130
AI-Flow,AI Engineer,Pune,1711114
DeepSolutions,AI Engineer,Bangalore,929099
TechNova,Backend Engineer,Remote,1075172
AI-Flow,Full Stack Developer,Mumbai,2227391
DataLogic,Full Stack Developer,Mumbai,753569
DataLogic,Prompt Engineer,Pune,955152
DeepSolutions,Prompt Engineer,Delhi,823949
CloudScale,Backend Engineer,Remote,1585444
CloudScale,Full Stack Developer,Remote,1786974
DataLogic,Data Scientist,Hyderabad,1241687
DataLogic,Full Stack Developer,Pune,2273430
DataLogic,Data Scientist,Hyderabad,1934687
AI-Flow,AI Engineer,Delhi,1462941
DeepSolutions,Data Scientist,Mumbai,604145
DataLogic,Backend Engineer,Pune,1375498
DeepSolutions,Prompt Engineer,Hyderabad,1423808
DeepSolutions,AI Engineer,Bangalore,1570208
TechNova,Prompt Engineer,Bangalore,2232197
DataLogic,Data Scientist,Remote,766717
TechNova,Full Stack Developer,Mumbai,2100525
DeepSolutions,Prompt Engineer,Pune,1342136
DeepSolutions,Full Stack Developer,Remote,1677331
CloudScale,Prompt Engineer,Pune,1657782
TechNova,Full Stack Developer,Bangalore,995867
TechNova,AI Engineer,Bangalore,2172029
DeepSolutions,Backend Engineer,Mumbai,2241622
AI-Flow,AI Engineer,Remote,1042194
DataLogic,Full Stack Developer,Pune,1230589
CloudScale,Prompt Engineer,Remote,1419893
DeepSolutions,Data Scientist,Delhi,2497453
DeepSolutions,Data Scientist,Bangalore,897986
DeepSolutions,Full Stack Developer,Delhi,2093346
DeepSolutions,Backend Engineer,Bangalore,1453367
DeepSolutions,Backend Engineer,Mumbai,2057285
TechNova,Prompt Engineer,Mumbai,1246912
DataLogic,Prompt Engineer,Mumbai,1230490
TechNova,Backend Engineer,Bangalore,1020949
CloudScale,Prompt Engineer,Remote,1984181
TechNova,Full Stack Developer,Pune,791855
DataLogic,Full Stack Developer,Hyderabad,2491386
DeepSolutions,AI Engineer,Hyderabad,1451656
DataLogic,AI Engineer,Bangalore,616726
TechNova,Data Scientist,Delhi,1319765
CloudScale,Data Scientist,Pune,2011753
DataLogic,AI Engineer,Mumbai,1974138
TechNova,Data Scientist,Remote,1444430
DataLogic,Prompt Engineer,Delhi,2424238
CloudScale,Full Stack Developer,Mumbai,1168039
AI-Flow,Full Stack Developer,Delhi,1755942
AI-Flow,Backend Engineer,Remote,1705264
DataLogic,Data Scientist,Delhi,716438
DataLogic,Full Stack Developer,Mumbai,1147820
CloudScale,Full Stack Developer,Pune,1887293
DataLogic,Backend Engineer,Pune,1929714
DeepSolutions,Backend Engineer,Hyderabad,797634
DeepSolutions,AI Engineer,Hyderabad,1348809
DeepSolutions,Full Stack Developer,Pune,2140144
AI-Flow,Data Scientist,Bangalore,2428187
DeepSolutions,Full Stack Developer,Delhi,1941294
TechNova,Prompt Engineer,Delhi,1960545
AI-Flow,Prompt Engineer,Mumbai,1809249
DataLogic,Data Scientist,Delhi,2218466
DataLogic,AI Engineer,Mumbai,1575041
AI-Flow,Full Stack Developer,Delhi,1214602
DeepSolutions,Backend Engineer,Delhi,2450624
TechNova,Backend Engineer,Bangalore,1943278
DeepSolutions,Prompt Engineer,Remote,2396223
AI-Flow,Data Scientist,Remote,1288887
CloudScale,Backend Engineer,Delhi,1787958
DataLogic,AI Engineer,Bangalore,1271025
TechNova,Backend Engineer,Remote,1858088
DeepSolutions,Data Scientist,Pune,1185923
DataLogic,AI Engineer,Remote,768628
CloudScale,AI Engineer,Remote,2123251
CloudScale,Full Stack Developer,Bangalore,795195
CloudScale,Data Scientist,Pune,1844306
DataLogic,Data Scientist,Pune,2219576
DeepSolutions,Backend Engineer,Delhi,1274550
TechNova,AI Engineer,Remote,1461468
AI-Flow,Prompt Engineer,Remote,1887153
TechNova,Backend Engineer,Mumbai,2087299
CloudScale,Prompt Engineer,Hyderabad,2096742
DataLogic,AI Engineer,Delhi,1105255
TechNova,AI Engineer,Bangalore,2354511
TechNova,Data Scientist,Bangalore,1353147
CloudScale,Data Scientist,Bangalore,1662699
AI-Flow,Backend Engineer,Mumbai,1705621
TechNova,AI Engineer,Hyderabad,741495
CloudScale,Prompt Engineer,Delhi,1719517
DeepSolutions,AI Engineer,Mumbai,2340646
CloudScale,Backend Engineer,Hyderabad,1097853
DeepSolutions,Data Scientist,Mumbai,1984058
DeepSolutions,Full Stack Developer,Bangalore,769625
AI-Flow,Prompt Engineer,Mumbai,1106652
DeepSolutions,Backend Engineer,Bangalore,1545096
DataLogic,AI Engineer,Delhi,1411895
DeepSolutions,Data Scientist,Remote,878857
DeepSolutions,AI Engineer,Delhi,1984266
CloudScale,Prompt Engineer,Pune,814986
DataLogic,Data Scientist,Delhi,2430254
DeepSolutions,Full Stack Developer,Remote,2175888
DeepSolutions,Backend Engineer,Delhi,1411740
AI-Flow,Data Scientist,Mumbai,692535
TechNova,Backend Engineer,Mumbai,621042
AI-Flow,Backend Engineer,Hyderabad,1807246
DeepSolutions,Data Scientist,Hyderabad,2110126
CloudScale,Backend Engineer,Delhi,2407086
DataLogic,Full Stack Developer,Pune,1780689
CloudScale,AI Engineer,Bangalore,1142556
DeepSolutions,AI Engineer,Delhi,1499525
DataLogic,Data Scientist,Hyderabad,1316251
CloudScale,AI Engineer,Hyderabad,1654112
DeepSolutions,AI Engineer,Delhi,954100
CloudScale,Backend Engineer,Mumbai,1139740
DataLogic,AI Engineer,Pune,2257973
DeepSolutions,Data Scientist,Pune,2228916
DataLogic,Prompt Engineer,Delhi,1341647
TechNova,Backend Engineer,Mumbai,1257347
TechNova,Backend Engineer,Remote,850789
AI-Flow,Backend Engineer,Mumbai,1581694
DeepSolutions,Prompt Engineer,Mumbai,1079568
CloudScale,Prompt Engineer,Pune,2040874
DeepSolutions,Data Scientist,Remote,2406860
CloudScale,AI Engineer,Bangalore,1540530
DataLogic,Data Scientist,Mumbai,1015527
DataLogic,AI Engineer,Delhi,739065
DeepSolutions,Backend Engineer,Hyderabad,965585
CloudScale,AI Engineer,Bangalore,2138092
AI-Flow,Full Stack Developer,Bangalore,859258
DataLogic,Prompt Engineer,Remote,1319000
DataLogic,Data Scientist,Hyderabad,2034762
TechNova,Full Stack Developer,Pune,1060515
TechNova,Backend Engineer,Remote,795245
DeepSolutions,Backend Engineer,Hyderabad,2304031
TechNova,Full Stack Developer,Pune,1033636
DataLogic,AI Engineer,Mumbai,2045240
AI-Flow,Full Stack Developer,Hyderabad,1858371
DeepSolutions,Full Stack Developer,Bangalore,1948448
AI-Flow,Data Scientist,Hyderabad,1499558
DataLogic,Prompt Engineer,Mumbai,2427717
DeepSolutions,Full Stack Developer,Remote,1250357
AI-Flow,Data Scientist,Pune,2012054
TechNova,Prompt Engineer,Hyderabad,1358747
AI-Flow,Prompt Engineer,Hyderabad,693766
CloudScale,Backend Engineer,Remote,667025
CloudScale,Prompt Engineer,Pune,998938
TechNova,Prompt Engineer,Mumbai,740043
DeepSolutions,Full Stack Developer,Mumbai,2062859
TechNova,Data Scientist,Hyderabad,2315049
DeepSolutions,Prompt Engineer,Mumbai,659077
CloudScale,AI Engineer,Hyderabad,1415423
DeepSolutions,AI Engineer,Bangalore,1853077
AI-Flow,Data Scientist,Remote,1513502
DeepSolutions,Backend Engineer,Hyderabad,1221239
DataLogic,Backend Engineer,Remote,2055222
TechNova,Prompt Engineer,Delhi,1268950
DeepSolutions,Data Scientist,Pune,2415603
TechNova,Full Stack Developer,Delhi,1693680
TechNova,Data Scientist,Remote,1335155
DeepSolutions,Data Scientist,Pune,726082
DataLogic,Full Stack Developer,Pune,1677596
DeepSolutions,Full Stack Developer,Delhi,1035158
DeepSolutions,AI Engineer,Hyderabad,2408221
AI-Flow,Full Stack Developer,Delhi,2361819
TechNova,Full Stack Developer,Remote,794650
DataLogic,Prompt Engineer,Remote,1704928
AI-Flow,AI Engineer,Pune,914676
TechNova,Backend Engineer,Hyderabad,1889974
CloudScale,Backend Engineer,Remote,1137330
DeepSolutions,Backend Engineer,Bangalore,1453307
CloudScale,Backend Engineer,Delhi,1791812
DeepSolutions,Prompt Engineer,Delhi,2473108
CloudScale,Prompt Engineer,Mumbai,1240834
CloudScale,Full Stack Developer,Pune,1593780
DeepSolutions,Prompt Engineer,Mumbai,1263435
DataLogic,Data Scientist,Pune,2265702
DeepSolutions,Full Stack Developer,Delhi,784424
DataLogic,Data Scientist,Hyderabad,626009
TechNova,Full Stack Developer,Hyderabad,1515700
DeepSolutions,Prompt Engineer,Mumbai,2375071
DataLogic,Prompt Engineer,Delhi,1385253
TechNova,Backend Engineer,Hyderabad,2444762
AI-Flow,AI Engineer,Remote,1750323
CloudScale,Full Stack Developer,Delhi,1690343
DataLogic,Prompt Engineer,Delhi,1579067
TechNova,Data Scientist,Hyderabad,789114
DataLogic,Data Scientist,Remote,1635097
TechNova,AI Engineer,Mumbai,875183
DataLogic,Prompt Engineer,Remote,1626494
DataLogic,AI Engineer,Delhi,1018376
DeepSolutions,Data Scientist,Remote,978720
DeepSolutions,Data Scientist,Pune,1269806
AI-Flow,Prompt Engineer,Hyderabad,2474383
DeepSolutions,AI Engineer,Hyderabad,1845622
CloudScale,Prompt Engineer,Delhi,1113136
CloudScale,Backend Engineer,Hyderabad,1109441
DeepSolutions,Full Stack Developer,Mumbai,1757782
DataLogic,Data Scientist,Mumbai,1626397
TechNova,AI Engineer,Mumbai,1611826
AI-Flow,Full Stack Developer,Pune,1321733
DataLogic,Data Scientist,Pune,1182025
CloudScale,AI Engineer,Mumbai,1270142
TechNova,Prompt Engineer,Pune,2279256
AI-Flow,Prompt Engineer,Hyderabad,646751
AI-Flow,Data Scientist,Delhi,2001775
TechNova,Data Scientist,Delhi,2366879
DataLogic,Data Scientist,Delhi,859539
DataLogic,Backend Engineer,Delhi,1406724
CloudScale,Full Stack Developer,Bangalore,1366308
TechNova,Prompt Engineer,Remote,1879853
CloudScale,Backend Engineer,Delhi,1264534
TechNova,Backend Engineer,Delhi,625278
TechNova,Backend Engineer,Remote,2475393
CloudScale,Prompt Engineer,Bangalore,2319447
TechNova,Prompt Engineer,Mumbai,2311477
AI-Flow,Backend Engineer,Delhi,1611047
DeepSolutions,Full Stack Developer,Remote,1537731
AI-Flow,Full Stack Developer,Pune,2034633
DeepSolutions,Data Scientist,Bangalore,1255712
AI-Flow,AI Engineer,Remote,2204162
CloudScale,Full Stack Developer,Mumbai,703538
DeepSolutions,Backend Engineer,Hyderabad,968905
AI-Flow,Prompt Engineer,Remote,1046279
TechNova,Prompt Engineer,Hyderabad,907085
TechNova,Data Scientist,Delhi,2419434
DataLogic,AI Engineer,Delhi,1110800
TechNova,Backend Engineer,Hyderabad,2423382
TechNova,Full Stack Developer,Bangalore,2401867
TechNova,AI Engineer,Remote,2110564
CloudScale,Data Scientist,Bangalore,1699785
DataLogic,AI Engineer,Pune,2391620
DeepSolutions,AI Engineer,Delhi,1377122
AI-Flow,Backend Engineer,Bangalore,2032359
DataLogic,Prompt Engineer,Bangalore,1060200
DeepSolutions,Data Scientist,Pune,1394347
TechNova,Full Stack Developer,Hyderabad,1355638
TechNova,Full Stack Developer,Pune,1040751
TechNova,AI Engineer,Bangalore,627533
DeepSolutions,Full Stack Developer,Delhi,1583453
DeepSolutions,Data Scientist,Bangalore,1944666
DeepSolutions,Backend Engineer,Bangalore,1932198
AI-Flow,Data Scientist,Pune,2043184
CloudScale,Backend Engineer,Pune,841160
DataLogic,Prompt Engineer,Pune,753006
AI-Flow,AI Engineer,Delhi,1089092
DataLogic,Backend Engineer,Delhi,2260758
DataLogic,AI Engineer,Remote,1880358
CloudScale,AI Engineer,Remote,998625
CloudScale,Data Scientist,Delhi,2198516
DataLogic,AI Engineer,Bangalore,2382314
DataLogic,AI Engineer,Pune,1801083
DataLogic,Full Stack Developer,Pune,2365892
AI-Flow,Data Scientist,Mumbai,1012559
AI-Flow,Backend Engineer,Hyderabad,1324223
DeepSolutions,Backend Engineer,Hyderabad,1804647
DeepSolutions,AI Engineer,Bangalore,1641368
AI-Flow,Backend Engineer,Remote,784399
DeepSolutions,Data Scientist,Delhi,734262
DataLogic,Data Scientist,Delhi,805901
DeepSolutions,AI Engineer,Bangalore,984645
AI-Flow,Backend Engineer,Delhi,2114199
DataLogic,AI Engineer,Mumbai,1969800
CloudScale,Prompt Engineer,Hyderabad,2457609
TechNova,Full Stack Developer,Bangalore,1911234
DataLogic,Full Stack Developer,Pune,1979369
AI-Flow,Backend Engineer,Mumbai,1196652
DeepSolutions,Data Scientist,Bangalore,2048582
DeepSolutions,Full Stack Developer,Hyderabad,1382107
DeepSolutions,Data Scientist,Delhi,1152846
DataLogic,Backend Engineer,Remote,650374
TechNova,Backend Engineer,Remote,2174018
DataLogic,AI Engineer,Pune,873982
DataLogic,Prompt Engineer,Remote,610329
TechNova,Prompt Engineer,Hyderabad,673054
DeepSolutions,Data Scientist,Delhi,617818
CloudScale,Prompt Engineer,Delhi,2261943
TechNova,Backend Engineer,Remote,2188582
DataLogic,Backend Engineer,Remote,1447494
CloudScale,Backend Engineer,Delhi,872700
DataLogic,Prompt Engineer,Delhi,1520864
DataLogic,AI Engineer,Bangalore,1307657
CloudScale,Data Scientist,Mumbai,1111582
CloudScale,Backend Engineer,Remote,1924118
CloudScale,Full Stack Developer,Delhi,1675350
AI-Flow,Full Stack Developer,Bangalore,1305312
TechNova,Backend Engineer,Pune,807335
DataLogic,AI Engineer,Bangalore,1442502
CloudScale,Full Stack Developer,Bangalore,2255198
TechNova,Data Scientist,Pune,1288138
AI-Flow,Full Stack Developer,Bangalore,930412
AI-Flow,Backend Engineer,Remote,1427543
TechNova,Backend Engineer,Remote,719102
AI-Flow,Backend Engineer,Pune,1873003
DeepSolutions,Data Scientist,Hyderabad,1113506
CloudScale,AI Engineer,Mumbai,1047270
DeepSolutions,Data Scientist,Mumbai,700776
DataLogic,AI Engineer,Delhi,1110915
AI-Flow,Prompt Engineer,Delhi,2259451
CloudScale,Prompt Engineer,Remote,1776749
DataLogic,Prompt Engineer,Remote,784910
TechNova,Full Stack Developer,Remote,931746
AI-Flow,Backend Engineer,Delhi,981713
DeepSolutions,Full Stack Developer,Bangalore,2071198
AI-Flow,Backend Engineer,Bangalore,1537922
TechNova,Data Scientist,Remote,1713623
CloudScale,Data Scientist,Mumbai,1071892
CloudScale,Backend Engineer,Hyderabad,1283522
DeepSolutions,Full Stack Developer,Mumbai,1414831
DeepSolutions,Data Scientist,Hyderabad,1535925
DataLogic,Data Scientist,Mumbai,853570
AI-Flow,Prompt Engineer,Remote,2253506
DataLogic,Full Stack Developer,Delhi,895069
